	Microbiome	Metabolite	Correlation	P_value	Site
1989	Skin_Unclassified_Comamonadaceae	2-Aminoisobutyric acid	0.462096092	9.65E-06	Skin
1990	Skin_Luteimonas	2-Aminoisobutyric acid	0.513435254	5.90E-07	Skin
1991	Skin_Curvibacter	2-Aminoisobutyric acid	-0.596631551	2.11E-09	Skin
1992	Skin_Blastococcus	2-Aminoisobutyric acid	0.493421552	1.85E-06	Skin
1993	Skin_Unclassified_Aerococcaceae	2-Aminoisobutyric acid	-0.532664436	1.83E-07	Skin
1994	Skin_Tessaracoccus	2-Aminoisobutyric acid	0.438204295	3.06E-05	Skin
1995	Skin_Nocardioides	2-Aminoisobutyric acid	0.47156019	5.96E-06	Skin
1996	Skin_Flavobacterium	2-Aminoisobutyric acid	0.36747174	0.000584708	Skin
1997	Skin_Pseudoxanthomonas	2-Aminoisobutyric acid	0.55113901	5.55E-08	Skin
1998	Skin_Mycobacterium	2-Aminoisobutyric acid	0.42402766	5.83E-05	Skin
1999	Skin_Sphingobacterium	2-Aminoisobutyric acid	-0.306218013	0.004613165	Skin
2000	Skin_Frederiksenia	2-Aminoisobutyric acid	-0.306887789	0.004520039	Skin
2001	Skin_Novosphingobium	2-Aminoisobutyric acid	-0.329654753	0.002197561	Skin
2002	Skin_Unclassified_Micrococcaceae	2-Aminoisobutyric acid	-0.333544262	0.001932073	Skin
2003	Skin_Unclassified_Yersiniaceae	2-Aminoisobutyric acid	-0.378975185	0.000378127	Skin
2004	Skin_Unclassified_Xanthomonadaceae	2-Aminoisobutyric acid	0.36778374	0.000577958	Skin
2005	Skin_Comamonas	2-Aminoisobutyric acid	-0.364161001	0.000660906	Skin
2006	Skin_Lawsonella	2-Aminoisobutyric acid	0.406188145	0.000126253	Skin
2007	Skin_Unclassified_Gp6	2-Aminoisobutyric acid	0.439903007	2.83E-05	Skin
2008	Skin_Pedobacter	2-Aminoisobutyric acid	0.354390779	0.000941609	Skin
2009	Skin_Hymenobacter	2-Aminoisobutyric acid	0.328228856	0.002302827	Skin
2010	Skin_Devosia	2-Aminoisobutyric acid	0.438141329	3.07E-05	Skin
2011	Skin_Caulobacter	2-Aminoisobutyric acid	0.454563403	1.40E-05	Skin
2012	Skin_Phenylobacterium	2-Aminoisobutyric acid	0.438708306	2.99E-05	Skin
2013	Skin_Unclassified_Rhizobiales	2-Aminoisobutyric acid	0.382051139	0.000335606	Skin
2014	Skin_Microvirga	2-Aminoisobutyric acid	-0.362794182	0.000694926	Skin
2015	Skin_Daejeonella	2-Aminoisobutyric acid	0.448227683	1.91E-05	Skin
2016	Skin_Unclassified_Alphaproteobacteria	2-Aminoisobutyric acid	0.381747402	0.0003396	Skin
2017	Skin_Sphingobium	2-Aminoisobutyric acid	0.485767367	2.81E-06	Skin
2018	Skin_Dyadobacter	2-Aminoisobutyric acid	0.407789894	0.000118006	Skin
2613	Nasal_Agathobacter	2-Aminoisobutyric acid	0.371665199	0.000499732	Nasal
2614	Nasal_Unclassified_Lachnospiraceae	2-Aminoisobutyric acid	0.311889358	0.003875852	Nasal
2615	Nasal_Akkermansia	2-Aminoisobutyric acid	0.33481153	0.001852036	Nasal
2616	Nasal_Phascolarctobacterium	2-Aminoisobutyric acid	0.341919023	0.001456025	Nasal
2617	Nasal_Anaerostipes	2-Aminoisobutyric acid	0.346799097	0.001230303	Nasal
2618	Nasal_Subdoligranulum	2-Aminoisobutyric acid	0.317233559	0.003279188	Nasal
2619	Nasal_Paraprevotella	2-Aminoisobutyric acid	0.342121516	0.00144596	Nasal
2620	Nasal_Unclassified_Proteobacteria	2-Aminoisobutyric acid	0.300173637	0.005533811	Nasal
2621	Nasal_Fusicatenibacter	2-Aminoisobutyric acid	0.318397886	0.003160647	Nasal
2622	Nasal_Ruminococcus2	2-Aminoisobutyric acid	0.376018791	0.000423599	Nasal
2623	Nasal_Coprococcus	2-Aminoisobutyric acid	0.33203738	0.002031292	Nasal
2624	Nasal_Mediterraneibacter	2-Aminoisobutyric acid	0.343476478	0.001380217	Nasal
2625	Nasal_Porphyromonas	2-Aminoisobutyric acid	-0.427052749	5.10E-05	Nasal
2626	Nasal_Holdemanella	2-Aminoisobutyric acid	0.335964037	0.001781856	Nasal
2627	Nasal_Clostridium_sensu_stricto	2-Aminoisobutyric acid	0.334021808	0.001901554	Nasal
2628	Nasal_Unclassified_SR1	2-Aminoisobutyric acid	-0.515594389	5.20E-07	Nasal
2629	Nasal_Unclassified_Neisseriaceae	2-Aminoisobutyric acid	0.366987618	0.000595324	Nasal
2630	Nasal_Xanthomonas	2-Aminoisobutyric acid	0.353317573	0.00097828	Nasal
2631	Nasal_Comamonas	2-Aminoisobutyric acid	-0.47501506	4.98E-06	Nasal
2632	Nasal_Prevotellamassilia	2-Aminoisobutyric acid	0.382403564	0.000331025	Nasal
2633	Nasal_Elizabethkingia	2-Aminoisobutyric acid	-0.357063668	0.000855647	Nasal
2634	Nasal_Ralstonia	2-Aminoisobutyric acid	0.362958013	0.000690766	Nasal
2635	Nasal_Enterococcus	2-Aminoisobutyric acid	-0.556619199	3.84E-08	Nasal
2636	Nasal_Herbaspirillum	2-Aminoisobutyric acid	0.339730382	0.001568923	Nasal
2637	Nasal_Roseomonas	2-Aminoisobutyric acid	0.406216462	0.000126103	Nasal
2638	Nasal_Kocuria	2-Aminoisobutyric acid	0.36212596	0.000712133	Nasal
2639	Nasal_Phyllobacterium	2-Aminoisobutyric acid	-0.390922253	0.000236343	Nasal
2640	Nasal_Williamsia	2-Aminoisobutyric acid	-0.408397372	0.000115011	Nasal
2641	Nasal_Unclassified_Acetobacteraceae	2-Aminoisobutyric acid	0.407119607	0.000121395	Nasal
2642	Nasal_Rhodococcus	2-Aminoisobutyric acid	0.424839778	5.63E-05	Nasal
2643	Nasal_Oribacterium	2-Aminoisobutyric acid	0.444582814	2.27E-05	Nasal
2644	Nasal_Arthrobacter	2-Aminoisobutyric acid	0.319926698	0.003010823	Nasal
2645	Nasal_Cloacibacterium	2-Aminoisobutyric acid	0.416251981	8.21E-05	Nasal
2646	Nasal_Amniculibacterium	2-Aminoisobutyric acid	-0.409207342	0.000111126	Nasal
2647	Nasal_Janthinobacterium	2-Aminoisobutyric acid	-0.421113912	6.64E-05	Nasal
2648	Nasal_Unclassified_Solirubrobacterales	2-Aminoisobutyric acid	0.459952009	1.07E-05	Nasal
2649	Nasal_Skermanella	2-Aminoisobutyric acid	0.306926733	0.004514676	Nasal
2650	Nasal_Mogibacterium	2-Aminoisobutyric acid	0.433384969	3.82E-05	Nasal
2651	Nasal_Duganella	2-Aminoisobutyric acid	-0.356417499	0.000875747	Nasal
2652	Nasal_Bergeyella	2-Aminoisobutyric acid	-0.356275755	0.000880213	Nasal
2653	Nasal_Peptostreptococcus	2-Aminoisobutyric acid	0.410564043	0.000104891	Nasal
2654	Nasal_Fudania	2-Aminoisobutyric acid	0.312717995	0.003777419	Nasal
2655	Nasal_Nakamurella	2-Aminoisobutyric acid	-0.385110713	0.000297708	Nasal
2656	Nasal_Altererythrobacter	2-Aminoisobutyric acid	0.40703861	0.00012181	Nasal
2657	Nasal_Unclassified_Weeksellaceae	2-Aminoisobutyric acid	0.328400974	0.002289884	Nasal
2658	Nasal_Segetibacter	2-Aminoisobutyric acid	0.430064089	4.45E-05	Nasal
2659	Nasal_Ornithinimicrobium	2-Aminoisobutyric acid	-0.304012393	0.004932006	Nasal
2660	Nasal_Acidovorax	2-Aminoisobutyric acid	0.351009168	0.001061593	Nasal
2661	Nasal_Eremococcus	2-Aminoisobutyric acid	-0.332746105	0.001984069	Nasal
2662	Nasal_Unclassified_Chitinophagaceae	2-Aminoisobutyric acid	-0.517254821	4.71E-07	Nasal
2663	Nasal_Sporosarcina	2-Aminoisobutyric acid	0.456145147	1.30E-05	Nasal
2664	Nasal_Selenomonas	2-Aminoisobutyric acid	0.31156537	0.003914955	Nasal
2665	Nasal_Phenylobacterium	2-Aminoisobutyric acid	0.443003372	2.44E-05	Nasal
2666	Nasal_Rhizobacter	2-Aminoisobutyric acid	0.359353643	0.000787748	Nasal
2667	Nasal_Gemmatirosa	2-Aminoisobutyric acid	0.399799533	0.00016474	Nasal
2668	Nasal_Unclassified_candidate_division_WPS-1	2-Aminoisobutyric acid	-0.359677632	0.000778549	Nasal
45	Gut_Parabacteroides	2-Aminonaphthalene	-0.33385036	0.00300483	Gut
46	Gut_Negativibacillus	2-Aminonaphthalene	-0.343235712	0.002242861	Gut
1322	Oral_Haemophilus	2-Aminonaphthalene	-0.351631816	0.000967057	Oral
1723	Skin_Unclassified_Actinobacteria	2-Aminonaphthalene	-0.310438392	0.004053729	Skin
2355	Nasal_Brochothrix	2-Aminonaphthalene	0.33120716	0.002087896	Nasal
2356	Nasal_Arachnia	2-Aminonaphthalene	0.337362938	0.0016999	Nasal
805	Gut_Unclassified_Lachnospiraceae	2-Biphenylol	0.319285977	0.004649211	Gut
806	Gut_Cuneatibacter	2-Biphenylol	0.362873968	0.001180972	Gut
1069	Gut_Unclassified_Ruminococcaceae	2-Furoic acid	0.366028708	0.001061288	Gut
1070	Gut_Barnesiella	2-Furoic acid	0.327330564	0.003662667	Gut
1071	Gut_Monoglobus	2-Furoic acid	0.315526579	0.005186217	Gut
1644	Oral_Cryptobacterium	2-Furoic acid	0.300608761	0.005183435	Oral
1645	Oral_Scardovia	2-Furoic acid	0.309324891	0.003969016	Oral
2250	Skin_Lactococcus	2-Furoic acid	0.344254328	0.00134371	Skin
2880	Nasal_Eubacterium	2-Furoic acid	0.318703237	0.0031302	Nasal
2881	Nasal_Lancefieldella	2-Furoic acid	0.354279408	0.000945356	Nasal
580	Gut_Anaeromassilibacillus	2-Hydroxy-22-methyltetracosanoic acid	-0.300883327	0.007837886	Gut
581	Gut_Eisenbergiella	2-Hydroxy-22-methyltetracosanoic acid	-0.367211736	0.001019319	Gut
582	Gut_Intestinimonas	2-Hydroxy-22-methyltetracosanoic acid	-0.338188128	0.002627819	Gut
1446	Oral_Solobacterium	2-Hydroxy-22-methyltetracosanoic acid	-0.304963846	0.004540652	Oral
2533	Nasal_Lancefieldella	2-Hydroxy-22-methyltetracosanoic acid	-0.370833101	0.000515636	Nasal
1389	Oral_Unclassified_Prevotellaceae	2-Hydroxy-3-methylbutyric acid	-0.333898446	0.001790435	Oral
1824	Skin_Capnocytophaga	2-Hydroxy-3-methylbutyric acid	-0.331294928	0.002081846	Skin
799	Gut_Phascolarctobacterium	2-Hydroxycinnamic acid	0.300646722	0.00788906	Gut
800	Gut_Cuneatibacter	2-Hydroxycinnamic acid	0.323544876	0.004100941	Gut
1156	Gut_Gemmiger	2-Hydroxycinnamic acid	0.317855289	0.004847466	Gut
1666	Oral_Granulicatella	2-Hydroxycinnamic acid	0.30506156	0.004527082	Oral
1094	Gut_Victivallis	2-Hydroxyethanesulfonate	0.329223408	0.003459592	Gut
2887	Nasal_Unclassified_Alphaproteobacteria	2-Hydroxyethanesulfonate	0.318713361	0.003129195	Nasal
1103	Gut_Odoribacter	2-Hydroxyglutarate	0.3159735	0.005119625	Gut
2889	Nasal_Unclassified_Betaproteobacteria	2-Hydroxyglutarate	-0.33104349	0.002099221	Nasal
504	Gut_Harryflintia	2-Hydroxyhexadecanoic acid	-0.308798496	0.00628557	Gut
1428	Oral_Tessaracoccus	2-Hydroxyhexadecanoic acid	-0.337679977	0.001574745	Oral
1420	Oral_Peptostreptococcus	2-Hydroxymyristic acid	-0.304436193	0.004614558	Oral
1421	Oral_Treponema	2-Hydroxymyristic acid	-0.350939764	0.000991253	Oral
1422	Oral_Metamycoplasma	2-Hydroxymyristic acid	-0.339253172	0.001492152	Oral
2503	Nasal_Dermabacter	2-Hydroxymyristic acid	-0.305922851	0.004654743	Nasal
1515	Oral_Catonella	2-Hydroxyphenethylamine	-0.318663279	0.002955486	Oral
2045	Skin_Tannerella	2-Hydroxyphenethylamine	0.302269425	0.00519765	Skin
2046	Skin_Parvimonas	2-Hydroxyphenethylamine	0.340953731	0.00150488	Skin
2047	Skin_Lautropia	2-Hydroxyphenethylamine	0.313212514	0.003719745	Skin
2048	Skin_Abiotrophia	2-Hydroxyphenethylamine	0.309265512	0.004202793	Skin
2679	Nasal_Paracoccus	2-Hydroxyphenethylamine	0.31934798	0.003066773	Nasal
2680	Nasal_Mucilaginibacter	2-Hydroxyphenethylamine	-0.317587919	0.003242696	Nasal
658	Gut_Mediterraneibacter	2-Hydroxypyridine	-0.373573795	0.000818341	Gut
2589	Nasal_Unclassified_Betaproteobacteria	2-Hydroxypyridine	-0.335407185	0.001815459	Nasal
2590	Nasal_Microlunatus	2-Hydroxypyridine	0.312039648	0.003857831	Nasal
2273	Skin_Unclassified_Burkholderiales	2-Keto-3-deoxy-D-gluconic acid	-0.309388573	0.004186927	Skin
1082	Gut_Coprobacter	2-Methyl-3-hydroxybutyric acid	0.313791472	0.005452077	Gut
2253	Skin_Gemella	2-Methyl-3-hydroxybutyric acid	-0.370456616	0.000522983	Skin
2254	Skin_Eubacterium	2-Methyl-3-hydroxybutyric acid	-0.314024066	0.003626796	Skin
2255	Skin_Aggregatibacter	2-Methyl-3-hydroxybutyric acid	-0.350086059	0.001096674	Skin
2885	Nasal_Lactobacillus	2-Methyl-3-hydroxybutyric acid	0.355960089	0.000890234	Nasal
2902	Nasal_Micrococcus	2-Methylglutaric acid	0.313435254	0.003694024	Nasal
1223	Gut_Unclassified_Clostridiales	2-Naphthalenesulfonic acid	0.306561859	0.006694048	Gut
1224	Gut_Dysosmobacter	2-Naphthalenesulfonic acid	0.353278301	0.001623859	Gut
1225	Gut_Phocea	2-Naphthalenesulfonic acid	0.328487302	0.003537341	Gut
151	Gut_Coprobacter	2-Octenoylcarnitine	-0.358247016	0.001378675	Gut
1352	Oral_Unclassified_Carnobacteriaceae	2-Octenoylcarnitine	-0.320304866	0.002803505	Oral
809	Gut_Cuneatibacter	2-Oxoarginine	0.366896262	0.001030361	Gut
307	Gut_Akkermansia	2-Phenylbutyric acid	-0.304379831	0.007114902	Gut
1401	Oral_Unclassified_Leptotrichiaceae	2-Phenylbutyric acid	0.33119015	0.001960921	Oral
1140	Gut_Oscillibacter	2-Phenylpropionate	0.418239655	0.000153666	Gut
1141	Gut_Unclassified_Ruminococcaceae	2-Phenylpropionate	0.387875283	0.000491339	Gut
1142	Gut_Coprococcus	2-Phenylpropionate	0.319075661	0.004677896	Gut
1143	Gut_Coprobacter	2-Phenylpropionate	0.302460697	0.007504109	Gut
1144	Gut_Beduinibacterium	2-Phenylpropionate	0.302618434	0.007471428	Gut
5	Gut_Phocaeicola	2-Piperidinone	0.315105947	0.005249592	Gut
6	Gut_Ruminococcus	2-Piperidinone	-0.310873337	0.005926461	Gut
7	Gut_Oscillibacter	2-Piperidinone	-0.449603029	4.10E-05	Gut
8	Gut_Unclassified_Clostridiales	2-Piperidinone	-0.375256323	0.000771591	Gut
9	Gut_Unclassified_Ruminococcaceae	2-Piperidinone	-0.304537568	0.007083717	Gut
10	Gut_Unclassified_Firmicutes	2-Piperidinone	-0.308927914	0.006262622	Gut
11	Gut_Beduinibacterium	2-Piperidinone	-0.306561859	0.006694048	Gut
12	Gut_Anaerotruncus	2-Piperidinone	-0.375151165	0.00077444	Gut
13	Gut_Intestinimonas	2-Piperidinone	-0.351017404	0.001747918	Gut
14	Gut_Erysipelatoclostridium	2-Piperidinone	0.302986487	0.007395659	Gut
15	Gut_Faecalimonas	2-Piperidinone	0.303670014	0.007256736	Gut
16	Gut_Longicatena	2-Piperidinone	0.301461696	0.007714018	Gut
66	Gut_Coprobacter	3-(2-Hydroxyphenyl)propanoic acid	0.310925916	0.005917601	Gut
67	Gut_Lawsonibacter	3-(2-Hydroxyphenyl)propanoic acid	0.30493191	0.007006279	Gut
68	Gut_Unclassified_Eggerthellaceae	3-(2-Hydroxyphenyl)propanoic acid	0.309427415	0.006174744	Gut
111	Gut_Subdoligranulum	"3-(3,4,5-Trimethoxyphenyl)propanoic acid"	-0.307639729	0.006494366	Gut
1344	Oral_Aggregatibacter	"3-(3,4,5-Trimethoxyphenyl)propanoic acid"	0.322278679	0.002630067	Oral
2402	Nasal_Dermabacter	"3-(3,4,5-Trimethoxyphenyl)propanoic acid"	0.303270224	0.005043609	Nasal
845	Gut_Lawsonibacter	"3-(3,4-Dimethoxyphenyl)-2-propenoic acid"	-0.365844682	0.001067955	Gut
846	Gut_Colidextribacter	"3-(3,4-Dimethoxyphenyl)-2-propenoic acid"	-0.303249382	0.007341953	Gut
847	Gut_Unclassified_Eggerthellaceae	"3-(3,4-Dimethoxyphenyl)-2-propenoic acid"	-0.40640938	0.000244901	Gut
848	Gut_Hydrogeniiclostridium	"3-(3,4-Dimethoxyphenyl)-2-propenoic acid"	-0.300278669	0.007969247	Gut
309	Gut_Unclassified_Alphaproteobacteria	3-(3-Hydroxyphenyl)propanoic acid	-0.311977496	0.005742841	Gut
1402	Oral_Kingella	3-(3-Hydroxyphenyl)propanoic acid	0.30038255	0.005218925	Oral
1797	Skin_Brachybacterium	"3, 5-Tetradecadiencarnitine"	0.308737471	0.004271481	Skin
101	Gut_Unclassified_Proteobacteria	"3,4,5-Trimethoxycinnamic acid"	0.306929912	0.006625264	Gut
102	Gut_Unclassified_Erysipelotrichaceae	"3,4,5-Trimethoxycinnamic acid"	0.349413744	0.001841021	Gut
103	Gut_Neglecta	"3,4,5-Trimethoxycinnamic acid"	0.334849361	0.002913959	Gut
104	Gut_Phocea	"3,4,5-Trimethoxycinnamic acid"	0.328934224	0.003489952	Gut
1739	Skin_Staphylococcus	"3,4,5-Trimethoxycinnamic acid"	0.314285714	0.003597274	Skin
1636	Oral_Leptotrichia	"3',4',5'-Trimethoxyflavonol"	0.328884112	0.00211747	Oral
292	Gut_Phocaeicola	"3,4-Dimethylbenzoic acid"	-0.41482202	0.000176126	Gut
293	Gut_Unclassified_Clostridiales	"3,4-Dimethylbenzoic acid"	0.310557863	0.005979867	Gut
294	Gut_Ihubacter	"3,4-Dimethylbenzoic acid"	0.361822388	0.001223502	Gut
746	Gut_Coprobacter	"3,5,5-Trimethyl-2-cyclohexen-1-one"	0.370603081	0.000907214	Gut
747	Gut_Agathobaculum	"3,5,5-Trimethyl-2-cyclohexen-1-one"	-0.300646722	0.00788906	Gut
1523	Oral_Lautropia	"3,5,5-Trimethyl-2-cyclohexen-1-one"	-0.320734806	0.002764876	Oral
2684	Nasal_Porphyromonas	"3,5,5-Trimethyl-2-cyclohexen-1-one"	-0.307360535	0.004455318	Nasal
1343	Oral_Oribacterium	"3,5-Di-tert-butyl-4-hydroxybenzaldehyde"	-0.317568888	0.003060865	Oral
873	Gut_Phocaeicola	3-Amino-9-ethylcarbazole	0.325726905	0.003842956	Gut
874	Gut_Unclassified_Alphaproteobacteria	3-Amino-9-ethylcarbazole	-0.329538882	0.00342674	Gut
875	Gut_Unclassified_Clostridiales	3-Amino-9-ethylcarbazole	-0.318812766	0.004713974	Gut
876	Gut_Negativibacillus	3-Amino-9-ethylcarbazole	-0.301566854	0.007691682	Gut
877	Gut_Anaerotruncus	3-Amino-9-ethylcarbazole	-0.320284978	0.004515074	Gut
878	Gut_Oxalobacter	3-Amino-9-ethylcarbazole	-0.31965403	0.004599386	Gut
694	Gut_Anaerostipes	3-Aminophenol	-0.32386035	0.004062714	Gut
695	Gut_Unclassified_Bacteroidales	3-Aminophenol	0.316683317	0.005015416	Gut
696	Gut_Blautia	3-Aminophenol	-0.386613387	0.000514441	Gut
697	Gut_Unclassified_Proteobacteria	3-Aminophenol	0.316657027	0.005019242	Gut
698	Gut_Unclassified_Cytophagales	3-Aminophenol	0.343908354	0.002195582	Gut
699	Gut_Acetivibrio	3-Aminophenol	0.305604301	0.006875957	Gut
1500	Oral_Catonella	3-Aminophenol	0.406527262	0.000113096	Oral
474	Gut_Subdoligranulum	3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid	-0.300331248	0.007957748	Gut
1418	Oral_Aggregatibacter	3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid	0.338381864	0.001537399	Oral
1839	Skin_Lautropia	3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid	0.308312241	0.00432752	Skin
2480	Nasal_Campylobacter	3-Hydroxybenzoic acid	0.32086666	0.002921895	Nasal
210	Gut_Unclassified_Enterobacteriaceae	3-hydroxydecanoyl carnitine	-0.35191356	0.001697758	Gut
1783	Skin_Unclassified_Firmicutes	3-hydroxydecanoyl carnitine	0.3556748	0.000899379	Skin
1784	Skin_Frederiksenia	3-hydroxydecanoyl carnitine	-0.30490336	0.004800927	Skin
437	Gut_Anaerobutyricum	3-Hydroxydodecanoic acid	-0.310584153	0.0059754	Gut
1671	Oral_Granulicatella	3-Hydroxypyridine sulfate	-0.315223764	0.003298081	Oral
2272	Skin_Cutibacterium	3-Hydroxypyridine sulfate	0.366791536	0.000599674	Skin
1084	Gut_Eisenbergiella	3-Mercaptopyruvic acid	0.381355487	0.000621767	Gut
1085	Gut_Intestinimonas	3-Mercaptopyruvic acid	0.358930543	0.001347702	Gut
1244	Gut_Coprobacter	3-Methoxy-4-Hydroxyphenylglycol sulfate	-0.322440717	0.004237264	Gut
1693	Oral_Unclassified_Neisseriaceae	3-Methoxy-4-Hydroxyphenylglycol sulfate	-0.302247411	0.004932677	Oral
2974	Nasal_Paracoccus	3-Methoxy-4-Hydroxyphenylglycol sulfate	-0.302642503	0.005139745	Nasal
1314	Gut_Phascolarctobacterium	3-Methyl-1-butene	0.389768127	0.00045846	Gut
1707	Oral_Oribacterium	3-Methyl-1-butene	-0.384385382	0.000281262	Oral
1708	Oral_Catonella	3-Methyl-1-butene	-0.407953879	0.000106412	Oral
271	Gut_Parabacteroides	3-Methyl-2-oxovaleric acid	-0.325726905	0.003842956	Gut
1415	Oral_Anaeroglobus	3-O-Sulfogalactosylceramide (d18:1/24:0)	0.373472608	0.000430633	Oral
2499	Nasal_Microlunatus	3-O-Sulfogalactosylceramide (d18:1/24:0)	0.309609748	0.004158545	Nasal
1181	Gut_Unclassified_Eggerthellaceae	3-Phosphoglyceric acid	0.336242705	0.002791322	Gut
430	Gut_Terrisporobacter	"4-(1,1,3,3-Tetramethylbutyl)-phenol"	-0.300857038	0.007843557	Gut
1837	Skin_Acinetobacter	"4-(1,1,3,3-Tetramethylbutyl)-phenol"	0.311815329	0.003884756	Skin
668	Gut_Anaerobutyricum	4-Amino-3-hydroxybutyrate	0.429885904	9.55E-05	Gut
1199	Gut_Neglecta	4-Aminohippuric acid	0.348730217	0.001882043	Gut
1200	Gut_Negativibacillus	4-Aminohippuric acid	0.336321573	0.002784521	Gut
1680	Oral_Porphyromonas	4-Aminohippuric acid	0.318663279	0.002955486	Oral
1681	Oral_Capnocytophaga	4-Aminohippuric acid	0.331444206	0.001944328	Oral
1682	Oral_Unclassified_Bacteroidetes	4-Aminohippuric acid	0.320793434	0.002759646	Oral
1683	Oral_Tannerella	4-Aminohippuric acid	0.363494235	0.000627621	Oral
1296	Gut_Phocaeicola	4-Dodecylbenzenesulfonic Acid	-0.308270677	0.006379931	Gut
1297	Gut_Unclassified_Clostridiales	4-Dodecylbenzenesulfonic Acid	0.303223093	0.007347308	Gut
1298	Gut_Unclassified_Firmicutes	4-Dodecylbenzenesulfonic Acid	0.314974499	0.005269536	Gut
1299	Gut_Colidextribacter	4-Dodecylbenzenesulfonic Acid	0.322519586	0.004227395	Gut
904	Gut_Lacrimispora	4-Formylaminoantipyrine	0.363452337	0.001158155	Gut
277	Gut_Erysipelatoclostridium	4-Hydroxybenzoic acid	-0.328145539	0.003573965	Gut
278	Gut_Clostridium_XlVa	4-Hydroxybenzoic acid	-0.330327567	0.003345824	Gut
1391	Oral_Megasphaera	4-Hydroxybenzoic acid	-0.301094391	0.005107967	Oral
1827	Skin_Granulicatella	4-Hydroxybenzoic acid	-0.302117557	0.005221386	Skin
438	Gut_Phocaeicola	4-hydroxybenzoic acid-4-O-sulphate	-0.324727904	0.00395922	Gut
439	Gut_Oscillibacter	4-hydroxybenzoic acid-4-O-sulphate	0.328566171	0.003528937	Gut
440	Gut_Roseburia	4-hydroxybenzoic acid-4-O-sulphate	-0.37854251	0.000687219	Gut
441	Gut_Unclassified_Clostridiales	4-hydroxybenzoic acid-4-O-sulphate	0.369840686	0.000931392	Gut
442	Gut_Butyrivibrio	4-hydroxybenzoic acid-4-O-sulphate	0.303275672	0.007336601	Gut
443	Gut_Odoribacter	4-hydroxybenzoic acid-4-O-sulphate	0.336242705	0.002791322	Gut
444	Gut_Eisenbergiella	4-hydroxybenzoic acid-4-O-sulphate	0.358641359	0.001360728	Gut
445	Gut_Beduinibacterium	4-hydroxybenzoic acid-4-O-sulphate	0.328145539	0.003573965	Gut
446	Gut_Negativibacillus	4-hydroxybenzoic acid-4-O-sulphate	0.443293549	5.40E-05	Gut
447	Gut_Anaerotruncus	4-hydroxybenzoic acid-4-O-sulphate	0.330590462	0.003319234	Gut
448	Gut_Frisingicoccus	4-hydroxybenzoic acid-4-O-sulphate	0.437352122	6.97E-05	Gut
449	Gut_Acutalibacter	4-hydroxybenzoic acid-4-O-sulphate	0.334455019	0.002949532	Gut
450	Gut_Holdemania	4-hydroxybenzoic acid-4-O-sulphate	0.384930859	0.000546787	Gut
269	Gut_Lachnotalea	4-Hydroxybutyric acid	0.347599769	0.001951695	Gut
1387	Oral_Campylobacter	4-Hydroxybutyric acid	-0.327125269	0.00224434	Oral
69	Gut_Unclassified_Clostridiales	4-Hydroxyphenylpyruvic acid	0.300173511	0.007992288	Gut
70	Gut_Unclassified_Ruminococcaceae	4-Hydroxyphenylpyruvic acid	0.319285977	0.004649211	Gut
71	Gut_Unclassified_Erysipelotrichaceae	4-Hydroxyphenylpyruvic acid	0.313029076	0.005572657	Gut
72	Gut_Unclassified_Eggerthellaceae	4-Hydroxyphenylpyruvic acid	0.333403439	0.003046297	Gut
112	Gut_Dorea	4-Hydroxyphenylpyruvic acid	-0.342394448	0.002303277	Gut
1346	Oral_Anaeroglobus	4-Hydroxyphenylpyruvic acid	0.345008526	0.001222312	Oral
1745	Skin_Aggregatibacter	4-Hydroxyphenylpyruvic acid	0.32475448	0.002578543	Skin
1104	Gut_Anaerotignum	4-Hydroxyproline	0.330537883	0.003324537	Gut
1654	Oral_Unclassified_Flavobacteriales	4-Hydroxyproline	0.300490036	0.005202035	Oral
2890	Nasal_Enhydrobacter	4-Hydroxyproline	-0.301013977	0.005396776	Nasal
282	Gut_Dysosmobacter	4-Hydroxyquinoline	-0.345733214	0.002071791	Gut
1394	Oral_Veillonella	4-Hydroxyquinoline	-0.319738128	0.002855164	Oral
1828	Skin_Parvimonas	4-Hydroxyquinoline	-0.311045864	0.003978391	Skin
1829	Skin_Abiotrophia	4-Hydroxyquinoline	-0.320584796	0.002948311	Skin
2483	Nasal_Capnocytophaga	4-Hydroxyquinoline	-0.354783841	0.000928494	Nasal
2484	Nasal_Lancefieldella	4-Hydroxyquinoline	-0.364211624	0.000659676	Nasal
2485	Nasal_Eikenella	4-Hydroxyquinoline	-0.325922101	0.002482745	Nasal
